KEY,DATE,Actual_Sales,Predicted_Sales,Raw_Prediction,Absolute_Error,Percent_Error,DISCOUNT,is_eoss,Discount_Bin
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-01-12,24.0,20.204147338867188,20.204147338867188,3.7958526611328125,15.816046164700817,0.1989091632852226,1.0,15-20%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-01-19,24.0,20.529451370239258,20.529451370239258,3.470548629760742,14.460613265414231,0.368505763176602,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-01-26,25.0,21.11385726928711,21.11385726928711,3.8861427307128906,15.544564705025682,0.3955658170914543,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-02-02,17.0,21.723682403564453,21.723682403564453,4.723682403564453,27.786350734878706,0.3490594132080615,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-02-09,15.0,21.89102554321289,21.89102554321289,6.891025543212891,45.940139661326164,0.2125331427943277,0.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-02-16,5.0,21.554519653320312,21.554519653320312,16.554519653320312,331.0897308869445,0.4428513099693774,0.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2024-12-22,32.0,19.571807861328125,19.571807861328125,12.428192138671875,38.83808829644701,0.3086066956191761,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2024-12-29,42.0,19.751705169677734,19.751705169677734,22.248294830322266,52.972117935977316,0.3132412995612159,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-01-05,28.0,19.751083374023438,19.751083374023438,8.248916625976562,29.460405999771293,0.4194228551371408,1.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-01-12,19.0,19.559696197509766,19.559696197509766,0.5596961975097656,2.9457679101735508,0.3053230436053007,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-01-19,10.0,19.428071975708008,19.428071975708008,9.428071975708008,94.2806254764546,0.4481764109496452,1.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-01-26,17.0,19.287036895751953,19.287036895751953,2.287036895751953,13.453150296687785,0.4746107105874997,1.0,40%+
